total_pop,deaths,family_households,nonfamily_households,rent_burden_not_computed,median_rent,white_pop,income_per_capita,families_with_young_children,income_less_10000,married_households,armed_forces,employed_pop,civilian_labor_force,unemployed_pop,bachelors_degree,in_school,no_cars,four_more_cars,pop_25_64,median_income,median_age,confirmed_cases,
62119,76,17587,6283,584,501,52830,22104,4189,1819,13879,59,25751,27453,1702,4184,15206,922,1379,31974,43504,38.7,5639,
78706,77,20521,8696,1267,492,69609,23120,5544,2546,15873,161,32331,34472,2141,6153,21663,1669,2279,38602,44074,36.3,5970,
22495,30,5515,3305,453,436,15540,20382,1299,1108,4006,10,10291,10775,484,2165,7474,647,740,9679,37144,33.8,1658,
37212,72,10185,4702,561,462,35067,22288,2589,1197,8198,9,15773,16791,1018,2721,8169,835,1097,18547,40727,42.2,3018,
25361,45,7111,3535,504,476,24048,26189,1433,769,5680,0,10142,10736,594,1800,4531,313,692,12206,42312,48.9,1623,
104246,154,26218,13620,1658,598,80625,25594,8301,3064,18225,71,48216,51316,3100,11235,29700,2926,2193,52915,45672,34,11612,
16374,27,4540,2123,253,421,15501,19200,833,723,3740,0,5353,5802,449,1270,2683,407,463,8079,36113,51.8,796,
43760,27,11450,5570,671,528,30382,22227,3212,1597,7934,0,18399,19990,1591,3211,9966,1312,831,22815,41862,38.5,3147,
43534,101,11201,6037,984,395,25564,20378,3516,1994,6854,0,17270,19527,2257,2227,10882,1683,646,21896,36417,36.1,4913,
26155,26,6817,3083,441,447,21015,18757,2058,868,5346,2,10427,10946,519,1714,5979,579,451,13004,35758,37.8,2297,
71373,140,16781,10596,1143,497,28256,20371,4875,2895,10569,4,26874,29857,2983,5136,18713,2536,1358,36381,37630,39,7535,
27782,35,7044,3788,285,462,22392,21754,1805,599,5775,0,11400,12016,616,2302,5785,620,907,13569,39686,44.6,2419,
392848,457,93912,61523,4416,652,208969,29855,31111,13150,62771,2386,182512,193875,11363,55304,97496,11184,6182,209885,48850,36.7,30714,
251823,312,66933,23973,2591,652,186902,30611,21564,3604,54235,102,119813,123618,3805,34624,63285,2684,6389,130739,61271,35.2,23248,
71602,278,13405,6125,643,327,13212,13865,5762,3881,7811,1,18197,21180,2983,3340,20626,2170,1576,33879,32360,34.2,8705,
46358,132,11785,3783,582,502,6974,19482,3619,1657,8108,28,17421,19078,1657,4380,12810,693,1271,21305,39630,36.6,7104,
20477,46,5664,3134,426,456,12027,21707,891,789,4367,0,6474,7155,681,1145,3368,653,349,7897,36479,56,2049,
53145,167,14228,7357,952,579,33360,22433,3356,2004,10261,0,18216,20621,2405,4513,10147,1412,1473,24277,41179,49.3,5448,
204281,633,53669,18001,2071,660,65003,20600,16989,5630,40309,3397,74891,84028,9137,11782,53282,4399,4809,91640,43253,34.1,33447,
37700,58,7670,3306,676,619,19292,17874,3292,1167,5593,0,12412,14134,1722,2120,10103,639,1239,18501,48173,33.1,4417,
138639,246,29453,18135,1743,951,75269,25722,9003,4495,20607,112,65283,71216,5933,16933,48585,2412,3866,65389,53523,30.6,14196,
9368,4,2429,935,95,258,4457,24935,812,134,1645,0,3675,3977,302,560,2371,87,521,4728,56298,33.4,487,
204691,439,53129,30773,2760,629,159694,23527,10016,6406,40202,26,69774,77627,7853,12194,36874,4446,5619,96574,41567,50.4,16899,
220972,325,59801,34542,2634,764,178765,27504,10936,6409,48551,67,83535,90156,6621,24698,43585,3933,5580,104227,48259,52.2,14989,
126516,191,32650,16510,1418,648,70407,24896,8843,3962,24701,3618,43404,46995,3591,12916,29774,2516,4640,61684,47847,40.5,9691,
107902,392,24394,9857,2219,524,44929,17685,8770,5028,16087,0,33186,39661,6475,6428,28636,3317,2438,50686,38798,35.9,13548,
405537,490,92921,40592,5587,779,232950,22944,28405,10665,70643,165,144930,157267,12337,32987,95128,5859,7088,200788,52628,38.5,37135,
1007257,1422,245163,153367,10700,719,529974,27323,67537,31335,173041,5224,433478,473482,40004,121598,262652,33994,18578,484269,48676,38.2,91740,
4155501,6443,976254,513279,36793,862,2340105,30186,319871,94822,709031,4676,1929015,2053225,124210,546841,1093894,94126,76394,2143969,58580,36,425844,
2885,0,703,505,4,736,2509,31750,107,93,602,0,1149,1213,64,344,462,66,82,1550,44190,55,40,
1203,0,206,98,6,1023,777,27448,20,10,171,0,374,438,64,121,347,16,53,480,63438,44.9,71,
9017,3,2114,1524,124,531,7035,22052,432,397,1738,0,3231,3494,263,859,1502,146,364,4638,39296,47.8,281,
17658,4,4803,2631,298,694,14309,28241,879,648,3958,6,7009,7786,777,2017,2909,239,921,9058,51385,51.1,320,
535684,749,127189,44135,4723,864,232230,24007,44582,9312,88770,161,219505,248745,29240,38138,151991,11428,14712,270242,54260,33.9,42413,
98838,73,25858,14528,1040,1044,84389,35581,4856,1939,21199,125,42302,45650,3348,17134,19490,1700,3936,50886,60610,49.8,3199,
27442,2,5735,3948,379,689,17233,20809,1686,1116,3940,23,8742,9658,916,1695,5920,937,624,15067,41287,38.7,840,
212605,131,45369,27476,2875,1101,101045,30615,14250,5783,34858,224,95944,103433,7489,25761,78625,5657,4818,99755,61621,30.9,10620,
225207,121,51488,34679,2327,840,164184,26304,14528,6902,37376,87,93439,102768,9329,25811,64792,5947,6324,106969,46516,36.9,9474,
178919,117,45292,25194,1664,772,143919,26455,11842,4722,33998,22,72195,77441,5246,17495,42194,4845,5187,90365,47258,41.8,9600,
150183,143,32205,10144,1490,750,49728,19835,13439,2410,21602,4153,53158,58841,5683,8518,43426,2899,3058,77674,49742,31.5,19267,
63247,42,16214,7498,688,637,43779,22631,4322,1486,12097,42,23849,26541,2692,4202,15460,1660,1766,31405,42512,41.1,3854,
87497,32,20811,13371,1573,891,57682,27093,5834,2494,14931,42,37084,41388,4304,10117,19779,2338,2389,44452,46528,42.4,2919,
135490,24,30401,23565,1913,815,101460,25208,8513,3997,20995,80,59592,65442,5850,17668,35109,3960,3564,69608,43718,37.7,2343,
74644,27,18363,7517,720,793,42018,22814,7201,1338,13172,1673,27832,30889,3057,5573,21405,1971,2125,37895,51776,32.4,4671,
141005,39,33746,15298,1024,1390,75010,40632,8478,1581,26378,36,71110,75178,4068,22344,34392,2508,5004,73403,79637,40.8,7601,
14058,4,2452,2447,298,1000,9288,30888,631,98,2047,65,7864,8154,290,2250,3081,188,207,7771,60595,38.3,1101,
43530,13,11774,7244,628,634,33587,24605,2528,1637,8900,25,16544,18199,1655,4777,8988,1390,1912,21569,40884,47.9,1144,
58671,43,14008,3432,344,1201,20872,30012,4434,356,10548,35,27688,30374,2686,4980,17130,465,3309,30467,80760,35.4,4963,
878744,565,198056,66937,7263,774,310638,21716,82659,17815,134838,1652,335688,376770,41082,55523,256756,18703,19854,437059,50826,31.3,79930,
45057,23,11896,5916,460,915,36932,31652,2152,868,9292,7,16721,18002,1281,4306,7595,602,2197,22665,54800,51.6,1617,
971616,932,219884,81940,8560,780,293677,22234,91338,23007,141665,617,392003,437318,45315,78378,290845,26215,20686,477623,48730,31.8,82485,
273263,113,60178,35358,2148,1440,157988,36388,17191,5466,46143,119,133847,143519,9672,41971,79763,5752,9996,138742,73663,37.3,12298,
185015,44,48175,19909,1650,962,145153,38156,10045,2762,40520,277,80373,87415,7042,28348,41661,3205,7442,97794,74885,45.5,7707,
18724,5,4869,3418,129,657,15640,32056,846,428,3945,0,7260,8012,752,1806,3423,627,812,9656,50266,52.1,506,
21479,9,5309,1738,228,755,7800,25676,1822,287,4036,21,9470,10062,592,1524,5845,303,817,10637,56481,34.7,1608,
280119,135,66465,38579,2568,1213,194355,33972,15487,6203,53415,1817,129277,135863,6586,39299,77327,4779,9664,135141,67175,39,15742,
53899,39,14269,7998,623,801,43565,31570,3212,1352,11169,0,20401,22151,1750,5362,10158,1042,2363,27961,54325,48.6,3318,
458809,501,105173,29971,4289,711,135372,18962,46278,10230,71014,282,173820,193225,19405,24752,139076,8479,9943,217670,44871,30.6,41196,
13037,4,3428,2034,176,658,10796,23575,611,541,2577,0,4800,5307,507,1556,2249,298,650,6768,36563,51.4,260,
37306,29,9472,4713,251,915,29571,29628,1658,606,7766,34,13444,14815,1371,4285,6857,587,1624,19388,60636,50.6,3016,
179957,463,35069,10129,1471,657,20372,17303,17880,3781,23391,410,59757,71172,11415,10692,53731,3356,3772,86706,44779,32.2,25317,
154440,130,34547,9911,1681,826,54145,19975,13431,3279,25852,48,56076,61121,5045,8945,43026,2774,4770,75905,48210,33.7,13443,
64095,30,16029,10298,985,742,45957,23345,4126,2588,10930,0,22691,25563,2872,4588,13724,1914,2335,32825,40446,45.8,2591,
27935,19,7193,2743,491,639,14663,21029,2223,908,5476,8,10775,11871,1096,1819,7148,636,896,13756,46260,36.8,1935,
260814,154,64821,40025,1918,1781,186382,66748,14789,3297,52502,177,130570,136781,6211,62021,61579,5171,6504,138090,104703,46.1,11607,
18195,29,4354,3672,292,738,11557,30323,1096,209,3249,10,8275,8725,450,2103,3714,683,589,9271,51500,45.6,872,
31470,13,6086,3355,316,720,20812,20974,1549,609,4880,33,9052,9781,729,1761,6191,553,866,18421,54083,36.2,4749,
374985,173,97335,41229,2234,1228,276754,39734,24463,5786,79884,1039,170791,181007,10216,65212,95847,5352,10926,192558,80488,41.6,17263,
724153,748,166555,57253,6050,902,240170,24694,61758,12972,116150,351,296264,329535,33271,55477,206340,14668,21469,364319,57813,33.9,57405,
1629615,764,379405,189665,11314,1447,524881,41363,114945,26579,282759,1485,826310,879485,53175,293137,416674,55649,41171,930456,85743,37.3,67938,
10105722,13936,2203922,1091276,85384,1210,2676982,30798,725915,201863,1477624,3452,4805817,5212243,406426,1384333,2704769,303299,244068,5536867,61015,36,1002614,
847834,412,198226,71820,4285,1540,391128,35771,60750,8483,150605,3112,410179,438931,28752,114671,227204,11936,29927,443140,81972,37.5,61859,
267390,296,60461,18800,3462,771,77092,20120,24750,5546,40194,131,99026,115995,16969,14006,86441,5617,6865,127951,46338,30.8,23927,
434981,105,106136,41216,2534,1258,169436,31934,30447,6558,74456,4260,196309,214575,18266,52721,110210,8049,15891,233678,72950,37.7,25344,
433168,250,91206,34733,2811,1221,132600,27168,37861,5491,65963,5824,182439,194156,11717,39587,122521,5906,12303,219815,63249,33.9,35549,
1123678,450,279729,109868,6011,1480,504818,42898,77219,14949,212924,808,535401,575151,39750,198521,295449,21869,36179,603361,88456,39.2,52323,
500943,234,120389,69669,4067,1327,319805,37767,31026,7537,90817,876,249134,264834,15700,77016,121263,9242,17202,268164,71769,41.4,24068,
1911226,1076,453108,177343,10605,1859,622266,48689,139473,21711,357339,569,967294,1025509,58215,351778,510417,31923,60826,1070658,106761,37,93688,
864263,262,168738,190034,9581,1643,353000,59508,44673,20267,126761,415,504914,534016,29102,228294,166017,109259,7644,554690,96265,38.3,29321,
3283665,2103,747245,364494,25239,1381,1517153,34350,244116,56482,556665,72524,1536073,1652831,116758,505483,874844,62542,86327,1771828,70588,35.4,214335,
2355002,2517,522332,189392,13901,1104,861271,25700,183281,40131,385427,4393,978726,1086109,107383,205329,668113,32830,71131,1183559,60807,35,244151,
95583,77,23496,8692,748,831,45239,24849,7622,1702,17208,466,38207,42698,4491,7398,26052,2122,3059,47811,54347,35.7,7680,
2121220,1560,473703,149939,14140,1032,632557,22867,177155,37833,321124,10825,869658,964737,95079,168511,621531,33325,67737,1088124,57156,32.9,252808,
763450,294,181969,79827,4082,1879,304751,53516,53490,7547,142449,301,404882,425056,20174,153522,187289,13902,24374,429272,105667,39.6,32515,
442996,231,93819,50196,3155,1397,200723,32872,32152,6900,70100,1745,211793,226687,14894,54031,134744,8678,12981,209608,68023,33.7,24638,
3155816,2367,739052,285924,20455,1592,1306398,37603,218071,44811,561638,1747,1560997,1657036,96039,537600,862152,46640,95961,1705713,81851,37.5,213866,
1495400,1080,351693,180357,11276,981,684141,29693,114516,31242,241306,1082,666790,731365,64575,196514,402676,38606,36041,801466,60239,35.9,80546,
10109,14,2500,1553,297,518,7649,24789,1027,262,2116,24,4940,5059,119,924,2508,212,346,4870,44668,35.8,620,
1372,0,388,209,96,547,1027,24299,100,42,354,0,707,720,13,138,284,3,99,701,45994,49.2,44,
1368,2,364,212,39,431,1204,23621,133,30,279,0,632,652,20,134,288,35,87,619,39250,41.1,83,
3581,2,1040,563,120,380,3069,22853,247,122,849,6,1655,1733,78,416,716,88,203,1706,35898,47.6,247,
1736,0,481,226,45,613,1585,23190,82,59,368,0,797,800,3,179,319,10,87,888,40352,49.4,55,
4505,1,1473,620,21,540,4042,26032,220,249,1340,0,1389,1522,133,831,701,43,298,2038,41330,58.2,156,
6498,17,1781,1392,182,445,4171,25547,114,235,1343,0,2408,2615,207,777,1209,329,210,3173,35801,54.9,287,
6557,3,1624,793,95,641,5793,28185,542,101,1419,0,3061,3267,206,576,1772,114,389,3360,57991,35.9,336,
8147,3,2044,948,119,390,3579,19047,680,281,1584,0,2899,3199,300,741,2116,190,483,3849,35657,38.2,375,
13056,21,3363,1740,117,616,10634,27331,980,381,2762,0,6373,6611,238,1055,3019,259,500,7130,53010,37.7,591,
5520,3,984,493,80,584,3665,14765,375,117,789,0,1453,1509,56,386,894,92,213,3106,44725,38.5,835,
4327,10,1108,588,81,447,3349,27790,344,135,927,0,2104,2146,42,439,1018,73,170,2157,50076,38.5,312,
5793,2,1453,1150,35,885,4992,45110,235,49,1294,0,3399,3514,115,1089,1090,132,364,3623,72544,45.2,140,
5514,14,814,401,58,556,3439,14393,198,116,566,31,1747,2224,477,202,854,63,146,3190,35292,38.2,1743,
4809,11,1413,599,112,513,4220,26279,283,82,1175,0,2213,2309,96,428,1098,91,324,2450,51458,42.2,360,
4653,3,1367,837,72,958,4303,35544,129,130,1179,0,2315,2460,145,1092,687,63,152,2518,61333,53.7,179,
5806,18,1209,551,107,429,3530,14028,235,195,920,0,1370,1510,140,319,808,164,198,3591,32500,40.4,1269,
11430,10,3031,1719,141,504,5962,22412,769,555,2430,28,4705,5158,453,1175,2668,475,507,5710,38534,40.7,556,
25770,19,6768,3752,346,609,18836,24440,1871,742,5282,0,11258,11959,701,3149,5303,243,1057,12931,45645,44.1,1530,
7846,10,2104,891,211,543,5984,26125,536,145,1687,7,3632,3835,203,595,1579,127,386,4207,45881,38.4,477,
2357,2,583,415,33,386,1945,24666,182,77,476,0,992,1064,72,223,482,56,111,1067,49583,48.4,178,
7481,0,1987,1337,101,737,4808,28492,434,202,1537,3,4184,4438,254,1298,1427,96,370,4581,46176,39.3,479,
3628,2,924,644,148,365,1164,20737,182,246,648,0,1242,1367,125,266,650,158,150,1696,29000,51,175,
9257,2,2661,1713,42,700,8320,41257,399,228,2123,2,5248,5419,171,2134,1588,85,518,5453,68534,47.2,335,
16215,6,3664,2831,145,775,14173,27669,880,307,2793,0,9429,10174,745,4036,4672,238,455,8445,52651,34.5,933,
12592,0,3680,1873,84,726,9661,29344,663,283,3088,0,5696,6024,328,2312,2072,54,448,6560,48016,49.8,569,
14151,10,3842,2485,262,507,7459,24268,689,644,2996,4,6050,6563,513,1319,2887,588,634,7169,40586,46,876,
28123,86,7714,2885,381,616,16662,24077,2441,503,5646,20,13280,13905,625,1967,6684,515,1133,13922,51456,36.6,2308,
16345,27,3714,2335,285,542,7948,19217,1119,873,2757,0,6593,7316,723,1542,5371,553,547,7370,36315,30.3,1081,
40908,41,11322,5629,517,686,31180,24308,2662,1177,9008,0,17047,18535,1488,4533,8732,1018,1373,20042,44865,44.7,2752,
54469,30,13388,8430,605,924,43051,34501,3166,1077,10974,0,29184,30517,1333,10263,13033,540,2040,30348,62533,39.7,2602,
29722,5,5336,4119,239,1215,24357,37192,1413,417,4551,0,19358,20025,667,7963,5141,152,541,19027,73538,39.2,2426,
24553,12,6847,2019,130,839,21945,42522,1282,168,5868,21,13086,13575,489,4205,5976,184,2210,13822,92849,45.6,1094,
18325,56,5027,2463,228,491,9985,20358,1373,1021,3598,0,7177,7910,733,1412,4646,482,662,8747,35051,40.2,1758,
21885,56,4805,3346,239,612,17083,24595,1879,810,3801,0,10390,11079,689,1927,4638,737,702,10963,44876,37.5,3500,
23769,12,7117,2959,132,858,21266,34974,974,510,5921,92,11685,12527,842,3780,4765,216,1246,13376,66809,49.8,1118,
64283,68,17198,8740,347,1376,49891,43736,4440,975,14604,28,34972,36413,1441,14915,16790,828,1798,36048,85639,37.8,3198,
2127,5,507,269,61,488,1702,23698,214,49,429,0,931,1013,82,247,564,16,104,1053,54907,35.8,111,
7804,0,1787,1514,51,1080,6783,42015,425,148,1435,0,4746,4936,190,2278,1401,154,226,4961,62243,42,480,
17747,4,3637,3703,224,1169,15212,65800,779,395,2763,28,11435,11950,515,5933,3252,413,438,10641,67755,43.3,1698,
53726,17,11965,5800,304,1273,36163,40450,3881,424,10076,5,33466,34400,934,12498,12210,434,1492,32474,83803,36.5,4022,
285729,299,73071,26746,2523,828,189741,29226,24619,5177,57864,181,139546,147364,7818,33853,79916,3790,10976,149342,66489,34.2,22632,
18818,23,5412,2488,145,668,16053,28907,736,403,4610,0,8379,8597,218,2983,3064,428,791,10379,53762,49.9,1231,
16900,5,4745,2644,85,871,15154,34377,717,227,4161,22,9044,9485,441,2682,3006,138,983,10187,61644,50.6,460,
24359,19,5627,3851,281,1056,21865,38111,1405,430,4939,43,14555,15027,472,6090,5054,307,632,14661,67472,39.9,1365,
14793,4,3495,2229,133,877,12849,32919,723,285,2876,0,8829,9254,425,3212,2402,152,536,8814,66489,44.1,805,
6338,4,1650,976,138,457,3692,22267,412,315,1314,0,2465,2670,205,774,1370,192,221,3297,34765,48.8,286,
12084,20,3344,1569,201,494,7254,22033,927,525,2410,46,5372,5867,495,870,2992,287,530,5807,41740,37.4,1086,
30217,41,8074,4045,423,652,24662,25546,1873,936,6528,0,11209,12246,1037,2782,5656,552,1419,14730,42487,47.8,2130,
46601,33,11215,5547,465,637,37036,20919,1995,1141,8799,20,14406,15366,960,3885,8105,910,1822,26792,44712,44.8,4999,
148798,155,39054,21508,1250,777,121655,27612,10201,4415,29578,40,68918,74881,5963,18357,36211,3068,5338,75562,51971,38.9,11083,
57945,36,15296,5759,454,1034,39775,31483,4786,826,12511,15,30411,32142,1731,7509,14438,640,2557,31703,66503,36.2,4534,
163368,342,40751,22738,1630,623,85660,23110,11059,5939,27872,207,66165,72910,6745,15277,41119,5260,5011,82086,42386,38.8,14046,
674826,670,171919,77826,3277,913,471773,31217,54101,12424,134015,29134,304289,326339,22050,97863,188652,10964,17971,352689,62535,34,45973,
330976,175,81507,48995,2061,1023,275297,34087,20347,6633,66312,286,172754,182340,9586,59389,95048,5304,10943,168342,64980,35.7,17040,
487850,559,115202,47306,2173,1040,249239,27487,42935,6957,82827,389,246450,259810,13360,48993,129656,8593,16725,263707,64087,33.4,44144,
626612,602,155492,79771,3728,1093,384195,36951,47402,10378,116207,1644,330548,348571,18023,112863,161469,12289,15436,346376,69553,36.4,42934,
564029,660,146870,80935,2502,1081,443660,40187,34911,8718,116897,207,305799,319639,13840,109340,131604,9093,19456,317044,75170,40.4,33123,
320940,214,89330,24469,925,1420,267369,48725,24374,2047,77083,418,169625,175330,5705,78801,93714,2120,10280,175787,111154,38.1,17941,
316782,193,73339,51687,2294,1230,247610,42119,18319,7586,58828,76,170940,180263,9323,67026,96142,6613,7784,165788,75669,36.2,16393,
678467,716,139696,147566,6246,1034,363712,38991,50328,21768,97897,395,374043,391742,17699,137052,154790,29088,10080,407169,60098,34.4,53625,
820,0,252,116,15,554,745,29574,22,26,226,0,399,416,17,211,141,10,46,445,53056,57.2,15,
569,0,117,138,0,700,490,28889,30,10,82,0,305,338,33,109,88,12,13,336,46397,46.9,34,
834,1,264,140,12,631,699,33018,19,4,238,0,377,383,6,177,89,10,19,456,50385,58.5,53,
8684,23,1579,614,82,429,5933,21955,748,205,1261,0,2532,2903,371,420,1963,178,137,4956,41512,39.2,1498,
14238,15,3202,1349,239,349,7813,16109,775,609,2127,0,3849,4411,562,737,2691,456,243,7586,36209,41.1,1428,
17191,28,4378,2021,243,432,14982,21145,951,477,3347,0,6444,6960,516,985,3595,348,415,8155,42934,42.8,1133,
14085,18,3770,1932,410,561,8200,22452,719,508,2672,9,4922,5306,384,1390,2432,316,504,7944,47599,46,1199,
8347,14,1618,707,153,393,6249,16937,388,196,1129,0,2466,2727,261,397,1766,117,302,4563,36741,36.9,941,
19483,32,4632,2387,435,436,16971,18402,1056,756,3394,49,6391,7218,827,1121,4061,502,561,10179,37474,42.2,1975,
35675,66,8044,3700,496,549,19782,17892,2166,944,5995,11,12667,13485,818,2002,6639,848,407,17783,35435,40.7,3232,
27537,41,6297,2002,512,559,22554,22440,1861,512,4908,20,10567,11222,655,1689,6803,227,692,14541,59506,37.1,2853,
39713,22,10315,5491,808,523,31873,21043,2306,1327,7403,0,14623,15973,1350,2183,8277,925,659,19529,36554,46.4,2350,
48571,126,11202,5839,1277,477,31834,18126,2680,1890,7674,0,16193,18243,2050,2813,10208,1509,959,26574,36944,41.5,5360,
68484,132,15565,9157,934,607,50028,22855,4551,2039,11407,17,25911,28638,2727,5077,14311,1445,1318,35177,43504,40.7,6886,
76745,37,17358,12840,728,1333,51643,39176,3929,1919,14225,1326,39876,41415,1539,11850,13085,2356,1024,43938,63030,46.7,4993,
325168,331,72448,23802,2695,929,111112,20165,24539,6856,50293,80,146390,156687,10297,28215,84707,5229,4833,171858,47343,35.7,30920,
